Link,Club,League,Name,Market value,Date of birth/Age,Place of birth,Citizenship,Height,Foot,Position,Player agent,Joined,Contract expires,Competition_Total_Appearances,Competition_Total_Goals,Competition_Total_Own_Goals,Competition_Total_Assists,Competition_Total_Yellow_Cards,Competition_Total_Red_Cards,Competition_Total_Substitutions_On,Competition_Total_Substitutions_Off,Competition_Total_Clean_Sheets,Competition_Total_Goals_Conceded,Competition_Total_Minutes_Played,Competition_National_Appearances,Competition_National_Goals,Competition_National_Own_Goals,Competition_National_Assists,Competition_National_Yellow_Cards,Competition_National_Red_Cards,Competition_National_Substitutions_On,Competition_National_Substitutions_Off,Competition_National_Goals_Conceded,Competition_National_Clean_Sheets,Competition_National_Minutes_Played,Competition_International_Appearances,Competition_International_Goals,Competition_International_Own_Goals,Competition_International_Assists,Competition_International_Yellow_Cards,Competition_International_Red_Cards,Competition_International_Substitutions_On,Competition_International_Substitutions_Off,Competition_International_Clean_Sheets,Competition_International_Goals_Conceded,Competition_International_Minutes_Played,Competition_Nationalcup_Appearances,Competition_Nationalcup_Goals,Competition_Nationalcup_Own_Goals,Competition_Nationalcup_Assists,Competition_Nationalcup_Yellow_Cards,Competition_Nationalcup_Red_Cards,Competition_Nationalcup_Substitutions_On,Competition_Nationalcup_Substitutions_Off,Competition_Nationalcup_Clean_Sheets,Competition_Nationalcup_Goals_Conceded,Competition_Nationalcup_Minutes_Played
https://www.transfermarkt.com//nick-viergever/profil/spieler/93081,FC Utrecht,Eredivisie,Nick Viergever,€350k,03/08/1989 (36),Capelle aan den IJssel,Netherlands,"1,83 m",left,Defender - Centre-Back,Soccer Vision,01/07/2022,30/06/2026,31,2,1,Na,3,Na,4,9,,,2.536',17,Na,Na,Na,2,Na,3,6,,,1.375',,,,,,,,,,,,1,Na,Na,Na,Na,Na,Na,Na,,,90'
https://www.transfermarkt.com//souffian-el-karouani/profil/spieler/541134,FC Utrecht,Eredivisie,Souffian El Karouani,€15.00m,19/10/2000 (25),Den Bosch,Morocco  Netherlands,"1,78 m",left,Defender - Left-Back,Relatives,01/07/2023,30/06/2026,34,3,Na,15,7,Na,3,6,,,2.778',18,2,Na,9,2,Na,Na,1,,,1.620',,,,,,,,,,,,2,Na,Na,Na,2,Na,Na,2,,,132'
https://www.transfermarkt.com//emeka-adiele/profil/spieler/1112524,FC Utrecht,Eredivisie,Emeka Adiele,,31/07/2007 (18),,England  Nigeria,,,Defender - Left-Back,Truth Sports,02/02/2026,30/06/2030,20,5,Na,10,3,1,Na,3,,,1.722',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.transfermarkt.com//siebe-horemans/profil/spieler/314915,FC Utrecht,Eredivisie,Siebe Horemans,€4.50m,02/06/1998 (27),Gent,Belgium,"1,86 m",right,Defender - Right-Back,HCM Sports ...,01/07/2024,30/06/2028,33,2,Na,4,2,Na,2,5,,,2.758',19,Na,Na,1,1,Na,1,2,,,1.575',,,,,,,,,,,,2,Na,Na,1,Na,Na,Na,1,,,167'
https://www.transfermarkt.com//niklas-vesterlund/profil/spieler/422932,FC Utrecht,Eredivisie,Niklas Vesterlund,€800k,06/06/1999 (26),Kopenhagen,Denmark,"1,85 m",right,Defender - Right-Back,People In Sport,31/01/2024,30/06/2027,14,Na,Na,1,2,Na,6,5,,,684',6,Na,Na,Na,1,Na,3,3,,,260',,,,,,,,,,,,1,Na,Na,Na,Na,Na,Na,Na,,,90'
https://www.transfermarkt.com//alonzo-engwanda/profil/spieler/565436,FC Utrecht,Eredivisie,Alonzo Engwanda,€7.00m,27/01/2003 (23),,Belgium  DR Congo,"1,73 m",right,Midfield - Defensive Midfield,DWMA,01/07/2024,30/06/2028,36,Na,Na,2,8,Na,Na,11,,,3.040',20,Na,Na,1,4,Na,Na,6,,,1.669',,,,,,,,,,,,2,Na,Na,Na,Na,Na,Na,2,,,173'
https://www.transfermarkt.com//jaygo-van-ommeren/profil/spieler/1111077,FC Utrecht,Eredivisie,Jaygo van Ommeren,€500k,08/05/2008 (17),Amsterdam,Netherlands,,right,Midfield - Defensive Midfield,Essel Sports ...,01/09/2025,30/06/2028,20,Na,Na,2,3,Na,5,12,,,1.120',2,Na,Na,Na,Na,Na,2,Na,,,39',,,,,,,,,,,,Na,Na,Na,Na,Na,Na,Na,Na,,,Na
https://www.transfermarkt.com//gjivai-zechiel/profil/spieler/571149,FC Utrecht,Eredivisie,Gjivai Zechiël,€7.00m,01/06/2004 (21),Rotterdam,Netherlands  Suriname,"1,71 m",right,Midfield - Central Midfield,SeiSei Football,01/07/2025,30/06/2026,34,5,Na,4,6,Na,4,12,,,2.637',20,4,Na,1,1,Na,2,9,,,1.577',,,,,,,,,,,,1,Na,Na,Na,Na,Na,1,Na,,,4'
https://www.transfermarkt.com//zidane-iqbal/profil/spieler/686845,FC Utrecht,Eredivisie,Zidane Iqbal,€3.00m,27/04/2003 (22),Manchester,Iraq  England,"1,81 m",right,Midfield - Central Midfield,SEG,01/07/2023,30/06/2027,13,Na,Na,Na,2,Na,5,8,,,645',5,Na,Na,Na,1,Na,2,3,,,255',,,,,,,,,,,,,,,,,,,,,,
https://www.transfermarkt.com//can-bozdogan/profil/spieler/406609,FC Utrecht,Eredivisie,Can Bozdogan,€2.50m,05/04/2001 (24),Köln,Germany  Türkiye,"1,74 m",left,Midfield - Central Midfield,FOKUS,01/07/2023,30/06/2026,22,1,Na,Na,1,Na,14,4,,,799',14,1,Na,Na,Na,Na,11,2,,,349',,,,,,,,,,,,2,Na,Na,Na,Na,Na,Na,Na,,,180'
https://www.transfermarkt.com//victor-jensen/profil/spieler/400548,FC Utrecht,Eredivisie,Victor Jensen,€2.50m,08/02/2000 (25),København,Denmark,"1,80 m",right,Midfield - Attacking Midfield,Pro 11 Management,31/01/2023,30/06/2027,16,11,Na,Na,2,Na,2,7,,,1.088',8,5,Na,Na,1,Na,1,4,,,540',,,,,,,,,,,,2,1,Na,Na,Na,Na,1,Na,,,106'
https://www.transfermarkt.com//dani-de-wit/profil/spieler/340459,FC Utrecht,Eredivisie,Dani de Wit,€2.50m,28/01/1998 (28),Hoorn,Netherlands,"1,84 m",right,Midfield - Attacking Midfield,PUM,01/07/2025,30/06/2028,26,5,Na,2,3,Na,8,7,,,1.695',14,3,Na,2,2,Na,3,5,,,990',,,,,,,,,,,,2,1,Na,Na,1,Na,Na,1,,,167'
https://www.transfermarkt.com//rafik-el-arguioui/profil/spieler/738479,FC Utrecht,Eredivisie,Rafik El Arguioui,€350k,31/07/2005 (20),Utrecht,Morocco  Netherlands,"1,78 m",right,Midfield - Attacking Midfield,HCM Sports ...,01/07/2025,30/06/2029,16,5,Na,3,1,Na,6,9,,,826',Na,Na,Na,Na,Na,Na,Na,Na,,,Na,,,,,,,,,,,,Na,Na,Na,Na,Na,Na,Na,Na,,,Na
https://www.transfermarkt.com//yoann-cathline/profil/spieler/782476,FC Utrecht,Eredivisie,Yoann Cathline,€7.00m,22/07/2002 (23),Champigny-sur-Marne,France,"1,76 m",right,Attack - Left Winger,CAA Base Ltd,01/07/2025,30/06/2029,22,1,Na,3,3,Na,5,12,,,1.531',12,1,Na,2,3,Na,4,4,,,767',,,,,,,,,,,,2,Na,Na,Na,Na,Na,Na,1,,,164'
https://www.transfermarkt.com//jesper-karlsson/profil/spieler/367992,FC Utrecht,Eredivisie,Jesper Karlsson,€4.00m,25/07/1998 (27),Falkenberg,Sweden,"1,79 m",right,Attack - Left Winger,World Soccer Agency,23/01/2026,30/06/2026,28,7,Na,Na,4,Na,3,14,,,2.037',Na,Na,Na,Na,Na,Na,Na,Na,,,Na,,,,,,,,,,,,,,,,,,,,,,
https://www.transfermarkt.com//adrian-blake/profil/spieler/875581,FC Utrecht,Eredivisie,Adrian Blake,€3.00m,15/07/2005 (20),London,England  Jamaica,"1,82 m",right,Attack - Left Winger,YMU Management Ltd.,01/07/2024,30/06/2027,31,3,Na,2,4,Na,13,15,,,1.584',17,1,Na,2,2,Na,7,8,,,886',,,,,,,,,,,,1,Na,Na,Na,Na,Na,1,Na,,,16'
https://www.transfermarkt.com//angel-alarcon/profil/spieler/646739,FC Utrecht,Eredivisie,Ángel Alarcón,€2.00m,15/05/2004 (21),Castelldefels,Spain,"1,75 m",right,Attack - Left Winger,LEADERBROCK,26/01/2026,30/06/2026,16,Na,Na,3,2,Na,6,6,,,880',1,Na,Na,1,Na,Na,Na,1,,,72',,,,,,,,,,,,,,,,,,,,,,
https://www.transfermarkt.com//emirhan-demircan/profil/spieler/918445,FC Utrecht,Eredivisie,Emirhan Demircan,€600k,20/01/2005 (21),München,Türkiye  Germany,"1,81 m",both,Attack - Left Winger,11WINS,01/07/2025,30/06/2028,22,6,Na,3,2,Na,6,13,,,1.235',6,Na,Na,Na,Na,Na,6,Na,,,93',,,,,,,,,,,,1,1,Na,Na,Na,Na,Na,1,,,74'
https://www.transfermarkt.com//miguel-rodriguez/profil/spieler/634427,FC Utrecht,Eredivisie,Miguel Rodríguez,€6.50m,29/04/2003 (22),Redondela,Spain,"1,79 m",left,Attack - Right Winger,LEADERBROCK,01/07/2025,30/06/2028,35,5,Na,Na,3,Na,9,17,,,2.198',20,3,Na,Na,2,Na,5,10,,,1.270',,,,,,,,,,,,2,Na,Na,Na,Na,Na,1,1,,,72'
https://www.transfermarkt.com//david-min/profil/spieler/604813,FC Utrecht,Eredivisie,David Min,€2.00m,23/06/1999 (26),Zaandam,Netherlands,"1,94 m",right,Attack - Centre-Forward,Wasserman,01/07/2024,30/06/2028,23,4,Na,Na,1,Na,9,10,,,1.296',13,3,Na,Na,1,Na,6,4,,,731',,,,,,,,,,,,,,,,,,,,,,
https://www.transfermarkt.com//sebastien-haller/profil/spieler/181375,FC Utrecht,Eredivisie,Sébastien Haller,€2.00m,22/06/1994 (31),Ris-Orangis,Cote d'Ivoire  France,"1,90 m",right,Attack - Centre-Forward,management 360,18/08/2025,30/06/2026,24,1,Na,3,2,Na,11,10,,,1.244',14,1,Na,2,1,Na,6,7,,,762',,,,,,,,,,,,1,Na,Na,Na,1,Na,1,Na,,,13'
https://www.transfermarkt.com//artem-stepanov/profil/spieler/1045344,FC Utrecht,Eredivisie,Artem Stepanov,€1.50m,10/08/2007 (18),"Lutsk, Volyn Oblast",Ukraine,"1,92 m",right,Attack - Centre-Forward,Sports360 GmbH,30/01/2026,30/06/2026,16,2,Na,1,Na,Na,8,8,,,839',1,Na,Na,Na,Na,Na,1,Na,,,5',,,,,,,,,,,,,,,,,,,,,,
https://www.transfermarkt.com//lars-unnerstall/profil/spieler/53696,Twente Enschede FC,Eredivisie,Lars Unnerstall,€1.50m,20/07/1990 (35),Ibbenbüren,Germany,"1,98 m",right,Goalkeeper,ROOF,01/07/2021,30/06/2027,24,Na,Na,,Na,Na,Na,Na,4,31,2.190',20,Na,Na,,Na,Na,Na,Na,24,4,1.800',,,,,,,,,,,,4,Na,Na,,Na,Na,Na,Na,Na,7,390'
https://www.transfermarkt.com//issam-el-maach/profil/spieler/430475,Twente Enschede FC,Eredivisie,Issam El Maach,€150k,01/02/2000 (26),Heerlen,Morocco  Netherlands,"1,87 m",right,Goalkeeper,Ace1 SG,26/07/2022,30/06/2027,1,Na,Na,,Na,Na,Na,Na,Na,1,90',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.transfermarkt.com//sam-karssies/profil/spieler/703779,Twente Enschede FC,Eredivisie,Sam Karssies,€75k,26/02/2003 (22),Enschede,Netherlands,"1,86 m",right,Goalkeeper,Grand Stand,01/07/2022,30/06/2028,2,Na,Na,,Na,Na,Na,Na,Na,5,180',Na,Na,Na,,Na,Na,Na,Na,Na,Na,Na,,,,,,,,,,,,Na,Na,Na,,Na,Na,Na,Na,Na,Na,Na
https://www.transfermarkt.com//przemyslaw-tyton/profil/spieler/33210,Twente Enschede FC,Eredivisie,Przemyslaw Tyton,€75k,04/01/1987 (39),Zamosc,Poland,"1,95 m",right,Goalkeeper,Wasserman,01/07/2022,30/06/2026,1,Na,Na,,Na,Na,Na,Na,1,Na,90',1,Na,Na,,Na,Na,Na,Na,Na,1,90',,,,,,,,,,,,Na,Na,Na,,Na,Na,Na,Na,Na,Na,Na
https://www.transfermarkt.com//yannick-gerritsen/profil/spieler/1014172,Twente Enschede FC,Eredivisie,Yannick Gerritsen,€50k,14/02/2006 (19),Rijssen,Netherlands,,,Goalkeeper,V4S,01/07/2025,30/06/2028,5,Na,Na,,Na,Na,Na,Na,Na,16,450',Na,Na,Na,,Na,Na,Na,Na,Na,Na,Na,,,,,,,,,,,,,,,,,,,,,,
https://www.transfermarkt.com//mees-hilgers/profil/spieler/562702,Twente Enschede FC,Eredivisie,Mees Hilgers,€4.00m,13/05/2001 (24),Amersfoort,Indonesia  Netherlands,"1,85 m",right,Defender - Centre-Back,LIAN Sports Group,17/10/2020,30/06/2026,196,8,2,2,23,1,23,48,,,14.969',108,3,1,2,15,1,13,36,,,7.971',,,,,,,,,,,,3,Na,Na,Na,Na,Na,1,2,,,113'
https://www.transfermarkt.com//max-bruns/profil/spieler/618086,Twente Enschede FC,Eredivisie,Max Bruns,€2.50m,06/11/2002 (23),Almelo,Netherlands,"1,86 m",right,Defender - Centre-Back,V4S,17/02/2021,30/06/2026,12,1,1,Na,1,Na,4,Na,,,818',11,1,1,Na,Na,Na,3,Na,,,778',,,,,,,,,,,,1,Na,Na,Na,1,Na,1,Na,,,40'
https://www.transfermarkt.com//robin-propper/profil/spieler/202788,Twente Enschede FC,Eredivisie,Robin Pröpper,€2.00m,23/09/1993 (32),Arnhem,Netherlands,"1,90 m",right,Defender - Centre-Back,V4S,26/07/2025,30/06/2029,21,Na,Na,Na,5,Na,Na,2,,,1.798',18,Na,Na,Na,5,Na,Na,1,,,1.538',,,,,,,,,,,,3,Na,Na,Na,Na,Na,Na,1,,,260'
https://www.transfermarkt.com//stav-lemkin/profil/spieler/761326,Twente Enschede FC,Eredivisie,Stav Lemkin,€1.00m,02/04/2003 (22),Tel Aviv,Israel  Spain,"1,90 m",right,Defender - Centre-Back,Rafnet_Investments,01/07/2025,30/06/2028,16,Na,Na,Na,1,Na,2,1,,,1.275',12,Na,Na,Na,1,Na,2,1,,,885',,,,,,,,,,,,4,Na,Na,Na,Na,Na,Na,Na,,,390'
https://www.transfermarkt.com//ruud-nijstad/profil/spieler/1189172,Twente Enschede FC,Eredivisie,Ruud Nijstad,€700k,17/01/2008 (18),Almelo,Netherlands,"1,93 m",left,Defender - Centre-Back,Essel Sports ...,01/07/2025,30/06/2027,15,Na,Na,1,1,Na,3,3,,,1.128',8,Na,Na,1,Na,Na,1,3,,,673',,,,,,,,,,,,3,Na,Na,Na,Na,Na,2,Na,,,95'
https://www.transfermarkt.com//mats-rots/profil/spieler/983677,Twente Enschede FC,Eredivisie,Mats Rots,€5.00m,11/03/2006 (19),Groenlo,Netherlands,"1,90 m",left,Defender - Left-Back,Wasserman,01/07/2024,30/06/2027,24,4,Na,3,3,Na,Na,6,,,2.073',21,3,Na,3,3,Na,Na,5,,,1.787',,,,,,,,,,,,3,1,Na,Na,Na,Na,Na,1,,,286'
https://www.transfermarkt.com//bart-van-rooij/profil/spieler/547499,Twente Enschede FC,Eredivisie,Bart van Rooij,€7.00m,26/05/2001 (24),Escharen,Netherlands,"1,74 m",right,Defender - Right-Back,SEG,23/08/2024,30/06/2028,24,2,Na,4,5,1,Na,5,,,2.153',20,2,Na,3,5,1,Na,3,,,1.773',,,,,,,,,,,,4,Na,Na,1,Na,Na,Na,2,,,380'
https://www.transfermarkt.com//guilherme-peixoto/profil/spieler/983553,Twente Enschede FC,Eredivisie,Guilherme Peixoto,€200k,25/05/2006 (19),Avanca,Portugal,"1,80 m",right,Defender - Right-Back,Onsoccer,03/07/2025,30/06/2028,2,Na,Na,Na,1,Na,2,Na,,,16',1,Na,Na,Na,1,Na,1,Na,,,7',,,,,,,,,,,,1,Na,Na,Na,Na,Na,1,Na,,,9'
https://www.transfermarkt.com//ramiz-zerrouki/profil/spieler/416660,Twente Enschede FC,Eredivisie,Ramiz Zerrouki,€5.00m,26/05/1998 (27),Amsterdam,Algeria  Netherlands,"1,83 m",right,Midfield - Defensive Midfield,Muy Manero,30/07/2025,30/06/2026,22,1,Na,4,3,1,Na,6,,,1.852',19,1,Na,1,2,1,Na,5,,,1.583',,,,,,,,,,,,3,Na,Na,3,1,Na,Na,1,,,269'
https://www.transfermarkt.com//thomas-van-den-belt/profil/spieler/412941,Twente Enschede FC,Eredivisie,Thomas van den Belt,€2.00m,18/06/2001 (24),Zwolle,Netherlands,"1,81 m",right,Midfield - Defensive Midfield,SeiSei Football,01/07/2025,30/06/2029,25,4,Na,3,3,Na,6,14,,,1.616',21,3,Na,1,3,Na,5,12,,,1.317',,,,,,,,,,,,4,1,Na,2,Na,Na,1,2,,,299'
https://www.transfermarkt.com//mathias-kjolo/profil/spieler/528652,Twente Enschede FC,Eredivisie,Mathias Kjølø,€1.50m,27/06/2001 (24),Oslo,Norway,"1,74 m",right,Midfield - Defensive Midfield,Keypass AS,01/07/2022,30/06/2027,11,Na,Na,Na,Na,Na,7,Na,,,468',9,Na,Na,Na,Na,Na,6,Na,,,366',,,,,,,,,,,,2,Na,Na,Na,Na,Na,1,Na,,,102'
https://www.transfermarkt.com//daouda-weidmann/profil/spieler/808578,Twente Enschede FC,Eredivisie,Daouda Weidmann,€1.00m,04/05/2003 (22),Paris,France  Cote d'Ivoire,"1,80 m",right,Midfield - Central Midfield,Sport Avenir ...,01/09/2025,30/06/2030,14,3,Na,1,2,Na,7,5,,,666',7,Na,Na,1,1,Na,4,3,,,257',,,,,,,,,,,,3,1,Na,Na,Na,Na,3,Na,,,74'
https://www.transfermarkt.com//kristian-hlynsson/profil/spieler/694186,Twente Enschede FC,Eredivisie,Kristian Hlynsson,€4.00m,23/01/2004 (22),Odense,Iceland,"1,79 m",right,Midfield - Attacking Midfield,Wasserman,08/07/2025,30/06/2029,24,5,Na,2,Na,Na,3,16,,,1.750',20,3,Na,2,Na,Na,2,13,,,1.470',,,,,,,,,,,,4,2,Na,Na,Na,Na,1,3,,,280'
https://www.transfermarkt.com//arno-verschueren/profil/spieler/250591,Twente Enschede FC,Eredivisie,Arno Verschueren,€1.00m,08/04/1997 (28),Lier,Belgium,"1,85 m",right,Midfield - Attacking Midfield,Stirr Associates,28/01/2025,30/06/2028,23,1,1,1,2,Na,19,3,,,593',19,Na,1,1,1,Na,16,3,,,445',,,,,,,,,,,,4,1,Na,Na,1,Na,3,Na,,,148'
https://www.transfermarkt.com//sondre-orjasaeter/profil/spieler/1002305,Twente Enschede FC,Eredivisie,Sondre Ørjasæter,€6.00m,28/11/2003 (22),Oslo,Norway,"1,80 m",right,Attack - Left Winger,no agent,13/08/2025,30/06/2029,22,2,Na,6,2,Na,2,19,,,1.537',18,Na,Na,4,2,Na,2,15,,,1.225',,,,,,,,,,,,4,2,Na,2,Na,Na,Na,4,,,312'
https://www.transfermarkt.com//marko-pjaca/profil/spieler/205940,Twente Enschede FC,Eredivisie,Marko Pjaca,€2.70m,06/05/1995 (30),Zagreb,Croatia,"1,86 m",right,Attack - Left Winger,Ivan Cvjetkovic,02/09/2025,30/06/2027,18,1,Na,2,2,Na,11,7,,,755',16,1,Na,1,1,Na,10,6,,,690',,,,,,,,,,,,2,Na,Na,1,1,Na,1,1,,,65'
https://www.transfermarkt.com//daan-rots/profil/spieler/591363,Twente Enschede FC,Eredivisie,Daan Rots,€2.50m,25/07/2001 (24),Groenlo,Netherlands,"1,79 m",left,Attack - Right Winger,V4S,17/02/2021,30/06/2027,25,6,Na,3,3,Na,5,11,,,1.727',21,5,Na,3,3,Na,5,9,,,1.369',,,,,,,,,,,,4,1,Na,Na,Na,Na,Na,2,,,358'
https://www.transfermarkt.com//taylor-booth/profil/spieler/513963,Twente Enschede FC,Eredivisie,Taylor Booth,€1.50m,31/05/2001 (24),"Eden, Utah",United States  Italy,"1,74 m",right,Attack - Right Winger,CCC,04/02/2025,30/06/2028,10,Na,Na,Na,Na,Na,6,3,,,362',9,Na,Na,Na,Na,Na,5,3,,,346',,,,,,,,,,,,1,Na,Na,Na,Na,Na,1,Na,,,16'
https://www.transfermarkt.com//sam-lammers/profil/spieler/386914,Twente Enschede FC,Eredivisie,Sam Lammers,€3.00m,30/04/1997 (28),Tilburg,Netherlands,"1,91 m",both,Attack - Centre-Forward,ISM Int. Soccer ...,26/07/2024,30/06/2027,16,3,Na,Na,1,Na,8,7,,,722',12,2,Na,Na,Na,Na,8,4,,,424',,,,,,,,,,,,4,1,Na,Na,1,Na,Na,3,,,298'
https://www.transfermarkt.com//ricky-van-wolfswinkel/profil/spieler/41355,Twente Enschede FC,Eredivisie,Ricky van Wolfswinkel,€400k,27/01/1989 (37),Woudenberg,Netherlands,"1,86 m",right,Attack - Centre-Forward,V4S,21/07/2021,30/06/2026,23,10,Na,1,4,Na,6,6,,,1.601',21,8,Na,Na,4,Na,4,6,,,1.525',,,,,,,,,,,,2,2,Na,1,Na,Na,2,Na,,,76'
https://www.transfermarkt.com//lucas-vennegoor-of-hesselink/profil/spieler/997646,Twente Enschede FC,Eredivisie,Lucas Vennegoor of Hesselink,€300k,14/03/2006 (19),Oldenzaal,Netherlands,"1,92 m",both,Attack - Centre-Forward,SEG,01/07/2025,30/06/2028,14,6,Na,Na,1,Na,5,2,,,783',4,Na,Na,Na,Na,Na,4,Na,,,54',,,,,,,,,,,,1,Na,Na,Na,Na,Na,1,Na,,,9'
https://www.transfermarkt.com//bernt-klaverboer/profil/spieler/725816,SC Heerenveen,Eredivisie,Bernt Klaverboer,€1.00m,26/09/2005 (20),Katlijk,Netherlands,"1,90 m",right,Goalkeeper,V4S,01/07/2023,30/06/2027,17,Na,1,,Na,Na,Na,Na,3,23,1.530',15,Na,1,,Na,Na,Na,Na,22,2,1.350',,,,,,,,,,,,2,Na,Na,,Na,Na,Na,Na,1,1,180'
https://www.transfermarkt.com//andries-noppert/profil/spieler/276853,SC Heerenveen,Eredivisie,Andries Noppert,€500k,07/04/1994 (31),Heerenveen,Netherlands,"2,03 m",left,Goalkeeper,World Soccer Consult,01/07/2022,30/06/2027,4,Na,Na,,Na,Na,Na,Na,Na,7,360',4,Na,Na,,Na,Na,Na,Na,7,Na,360',,,,,,,,,,,,Na,Na,Na,,Na,Na,Na,Na,Na,Na,Na
https://www.transfermarkt.com//nordin-bakker/profil/spieler/534015,SC Heerenveen,Eredivisie,Nordin Bakker,€400k,31/10/1997 (28),Oostknollendam,Netherlands,"1,96 m",right,Goalkeeper,Football Mix B.V.,06/08/2025,30/06/2027,2,Na,Na,,Na,Na,Na,Na,Na,4,180',1,Na,Na,,Na,Na,Na,Na,2,Na,90',,,,,,,,,,,,1,Na,Na,,Na,Na,Na,Na,Na,2,90'
https://www.transfermarkt.com//nikolai-hopland/profil/spieler/894050,SC Heerenveen,Eredivisie,Nikolai Hopland,€2.00m,24/07/2004 (21),Ålesund,Norway,"1,90 m",right,Defender - Centre-Back,TPSportManagement,01/07/2025,30/06/2028,13,1,Na,Na,1,Na,8,2,,,470',12,1,Na,Na,1,Na,7,2,,,465',,,,,,,,,,,,1,Na,Na,Na,Na,Na,1,Na,,,5'
https://www.transfermarkt.com//maas-willemsen/profil/spieler/805451,SC Heerenveen,Eredivisie,Maas Willemsen,€1.50m,29/04/2003 (22),Zutphen,Netherlands,"1,90 m",left,Defender - Centre-Back,GFM,01/07/2025,30/06/2029,19,1,1,Na,4,Na,1,2,,,1.609',16,1,Na,Na,4,Na,1,1,,,1.344',,,,,,,,,,,,3,Na,1,Na,Na,Na,Na,1,,,265'
https://www.transfermarkt.com//sam-kersten/profil/spieler/430797,SC Heerenveen,Eredivisie,Sam Kersten,€1.50m,30/01/1998 (28),Nijmegen,Netherlands,"1,91 m",right,Defender - Centre-Back,FSM,01/07/2024,30/06/2027,21,1,Na,Na,5,Na,4,4,,,1.494',18,1,Na,Na,5,Na,4,4,,,1.224',,,,,,,,,,,,3,Na,Na,Na,Na,Na,Na,Na,,,270'
https://www.transfermarkt.com//hristiyan-petrov/profil/spieler/628042,SC Heerenveen,Eredivisie,Hristiyan Petrov,€500k,24/06/2002 (23),Plovdiv,Bulgaria,"1,86 m",left,Defender - Centre-Back,EASports Agency,09/01/2025,30/06/2029,11,Na,Na,Na,Na,Na,9,Na,,,301',9,Na,Na,Na,Na,Na,8,Na,,,190',,,,,,,,,,,,2,Na,Na,Na,Na,Na,1,Na,,,111'
https://www.transfermarkt.com//vasilios-zagaritis/profil/spieler/613781,SC Heerenveen,Eredivisie,Vasilios Zagaritis,€2.00m,04/05/2001 (24),Thiva,Greece,"1,78 m",left,Defender - Left-Back,Prosport ...,01/07/2025,30/06/2028,22,2,Na,2,4,Na,Na,8,,,1.903',20,2,Na,1,4,Na,Na,7,,,1.744',,,,,,,,,,,,2,Na,Na,1,Na,Na,Na,1,,,159'
https://www.transfermarkt.com//oliver-braude/profil/spieler/869067,SC Heerenveen,Eredivisie,Oliver Braude,€4.50m,21/02/2004 (21),Oslo,Norway,"1,78 m",both,Defender - Right-Back,Aneke/PMG,01/07/2023,30/06/2027,22,1,Na,5,2,Na,Na,5,,,1.923',19,Na,Na,5,2,Na,Na,4,,,1.663',,,,,,,,,,,,3,1,Na,Na,Na,Na,Na,1,,,260'
https://www.transfermarkt.com//mats-egbring/profil/spieler/1030525,SC Heerenveen,Eredivisie,Mats Egbring,€300k,17/09/2006 (19),Deventer,Netherlands,"1,83 m",right,Defender - Right-Back,V4S,21/08/2025,30/06/2028,7,Na,Na,Na,1,Na,5,1,,,194',4,Na,Na,Na,1,Na,4,Na,,,33',,,,,,,,,,,,1,Na,Na,Na,Na,Na,1,Na,,,10'
https://www.transfermarkt.com//joris-van-overeem/profil/spieler/182582,SC Heerenveen,Eredivisie,Joris van Overeem,€900k,01/06/1994 (31),Amsterdam,Netherlands,"1,81 m",right,Midfield - Defensive Midfield,Stirr Associates,01/07/2025,30/06/2027,23,1,Na,3,4,Na,Na,1,,,2.068',20,1,Na,3,4,Na,Na,1,,,1.798',,,,,,,,,,,,3,Na,Na,Na,Na,Na,Na,Na,,,270'
https://www.transfermarkt.com//marcus-linday/profil/spieler/899163,SC Heerenveen,Eredivisie,Marcus Linday,€3.50m,02/06/2003 (22),,Sweden,"1,86 m",right,Midfield - Central Midfield,BHM Sports Agency,01/01/2025,30/06/2029,22,Na,Na,1,3,Na,6,7,,,1.399',19,Na,Na,1,3,Na,5,7,,,1.192',,,,,,,,,,,,3,Na,Na,Na,Na,Na,1,Na,,,207'
https://www.transfermarkt.com//isaiah-ahmed/profil/spieler/886252,SC Heerenveen U21,Eredivisie,Isaiah Ahmed,€125k,28/12/2005 (20),Utrecht,Curacao  Netherlands,"1,89 m",right,Midfield - Central Midfield,ESA,01/07/2023,30/06/2027,6,1,Na,Na,1,Na,1,1,,,422',1,Na,Na,Na,Na,Na,1,Na,,,1',,,,,,,,,,,,Na,Na,Na,Na,Na,Na,Na,Na,,,Na
https://www.transfermarkt.com//ringo-meerveld/profil/spieler/577455,SC Heerenveen,Eredivisie,Ringo Meerveld,€4.00m,21/12/2002 (23),Den Bosch,Netherlands,"1,77 m",right,Midfield - Attacking Midfield,HCM Sports ...,18/08/2025,30/06/2029,19,5,Na,3,Na,Na,1,12,,,1.508',16,3,Na,2,Na,Na,1,11,,,1.263',,,,,,,,,,,,2,1,Na,1,Na,Na,Na,1,,,155'
